,position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,second_hand_condition,extensions,thumbnail,delivery,rating,reviews,old_price,extracted_old_price,tag
10,11,APPLE 맥북프로15 2019 i7 256GB 16GB 라데온555X A1990,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6434470665&tid=1001470491&srsltid=AfmBOorTni-K80oAqQPag3RJ_tRXN0NiocT9WvG7K1AHEk4VxMEbGbd2KM8,https://www.google.com/shopping/product/1?gl=kr&prds=pid:88658027969799732,88658027969799732,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=88658027969799732,11번가,"₩699,000",699000,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQJ308mCqxh9dg6UhgLyZZYkJffd-iOavdshn0u_-hmZ1BqOE3YzY83MMg28hunEd9eB0lN9C1JBbwnc9MskhJueqshsK-dCw&usqp=CAE,무료 배송,,,,,
11,12,애플 A급리퍼 애플 맥북프로 15인치 코어I7(7세대) 램16G SSD 256G 라데온Pro,https://banner.auction.co.kr/bn_redirect.asp?ID=BN00256873&lpurl=http%3A%2F%2Fitempage3.auction.co.kr%2FDetailView.aspx%3Fitemno%3DD671833937&srsltid=AfmBOoou_hf-NHK_QJWSJZWKKE2qNuuS7DOJAAZQju307WcgmHltt2q-fk0,https://www.google.com/shopping/product/1?gl=kr&prds=pid:13616624602417183822,13616624602417183822,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=13616624602417183822,옥션,"₩699,000",699000,,['Mac OS'],https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTjvM18N9_BSaYko6bZK5Ocp3NRPiCfTSdVFKJQiBAglPdKVUOBYiiolW0yMopR1AOaQ4dHJ9owafPTDRWuZmy0pDEHycJSAg&usqp=CAE,무료 배송,,,,,
12,13,[리퍼] 애플 8세대 코어i7 탑재 맥북프로 15형 레티나 터치바 MR932KH/A 실버,http://ohou.se/productions/1506625/selling,https://www.google.com/shopping/product/1?gl=kr&prds=pid:4531391294404071819,4531391294404071819,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=4531391294404071819,오늘의집,"₩1,098,000",1098000,,['Mac OS'],https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSqZ73gJ4aBBdIm5gGqBP7JNG5FYWRVJ0H9zHHmMWf3LAqe-CJ2s2DAE9-kBmZzprGKD2UFp3yqUDN24rZonmwHEeaED8klzDV60V6lfFAgdJx8lE7Grskz&usqp=CAE,무료 배송,,,,,
13,14,애플 맥북프로 15인치 2015년 i7 기본형/고급형,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6649616390&tid=1001567172&srsltid=AfmBOopK2-tkh9xnZ4JrTvXE-vIAi39AQ4iP-EalRQvsLE0hUA9EAYajF6Y,https://www.google.com/shopping/product/1?gl=kr&prds=pid:7224492855118640612,7224492855118640612,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=7224492855118640612,11번가,"₩798,000",798000,,['Mac OS'],https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTgAB83sWnHBffwG2YRTnGIJFwTwPF1ZZijDYd4Eu5lEitBdyW0uePeTml9lwpd_Aw38svocYTFB3ZPgQs2D7ZlIUPman2Y0wgoiY-HRFNxY_UlrFKrIoc3&usqp=CAE,무료 배송,,,,,
14,15,맥북프로 2015년 15인치 전시 특가 cto,http://shopping.interpark.com/product/productInfo.do?prdNo=6681932240&srsltid=AfmBOoqUv5jLvMye74C7uTsXeVjjQub2cHZmDTPf5DvJCack4qMbMjKtNS4,https://www.google.com/shopping/product/1?gl=kr&prds=pid:16137963056642537891,16137963056642537891,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=16137963056642537891,Interpark Shopping,"₩1,280,000",1280000,,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQz2k6TDwV9LcUa9GXD9g5t0Sj5JoclwmBeUk0Y3rwkhzL-yb7qb-IvD37-0_VqqssAcO6pcfwjHKyNPMHniyNFcT_At8En&usqp=CAE,무료 배송,,,,,
15,16,Apple 맥북프로 15인치 MJLQ2KH/A CTO (i7-2.2/16GB/512GB) 리퍼비쉬,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=5575174&utm_source=google&utm_medium=ad&utm_campaign=shopping_w&utm_term=ggshop&rdsite=ggshop,https://www.google.com/shopping/product/1?gl=kr&prds=pid:14190342531194516795,14190342531194516795,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=14190342531194516795,텐바이텐,"₩848,000",848000,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRPwZ1q5oaLtYZ3yHouDvoql3_5_mfPtZpgTn83hbX2mdKecxkosY4L0kqEB9dB-7bltodLjxDAT2iwlLDB8rtd6P-rIl6q&usqp=CAE,무료 배송,,,,,
16,17,애플 맥북프로 15인치 2018년 터치바 i7/16G/512G A,https://www.gmarket.co.kr/challenge/neo_jaehu/jaehu_goods_gate.asp?goodscode=3427169495&GoodsSale=Y&jaehuid=200013954&srsltid=AfmBOorwTOwLOU2WC3O4XV2sMBvcLVgBGD7cmmj0LOb72dLuytnSg4WkBlA,https://www.google.com/shopping/product/1?gl=kr&prds=pid:1962418765329388908,1962418765329388908,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=1962418765329388908,G마켓,"₩1,298,000",1298000,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRWqC8QJdM9V1B9-Cv8e6Gtb59BBa6ihccdGDMJie7-z_d-D-ryd5Ze5H8JsWAynd4uMM2VwCQ7HUV78x_uiuZRSA2X8SCB&usqp=CAE,무료 배송,,,,,
17,18,Apple 맥북프로 15인치 MJLT2KH/A (i7-2.5/16GB/512GB) 리퍼비쉬,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=5893888&utm_source=google&utm_medium=ad&utm_campaign=shopping_w&utm_term=ggshop&rdsite=ggshop,https://www.google.com/shopping/product/1?gl=kr&prds=pid:16494934602459518120,16494934602459518120,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=16494934602459518120,텐바이텐,"₩898,000",898000,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRPBYPj5jopsiXJyc1156w-eUiPJE0PG1AJeBTCKhXXS8HR14jMS7rdsRmDrROyB6lS-Xt0MTo-R15wNyIo30wVELWK3nhp&usqp=CAE,무료 배송,,,,,
18,19,애플 맥북프로 15인치 2017년 i7 기본형/고급형,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6649616511&tid=1001567172&srsltid=AfmBOoqSFqZtnPhyYqWuGkNtyGYjgWUjG6GS-aufWH5Czqpk85WyYGUiEF8,https://www.google.com/shopping/product/1?gl=kr&prds=pid:166437748885807335,166437748885807335,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=166437748885807335,11번가,"₩1,088,000",1088000,,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRNKRmd_PYZQ0dQgCo3Mz0q-1dysdxTJ9_stjavH_u8_AqjkauyG4-742zsTZhm-Owfuo3kZjnF0tRlx-ZQzJtQSUt5_AgDCyikczGpw-l0&usqp=CAE,무료 배송,,,,,
19,20,"맥북 프로 터치바 15인치 i7-2.6, 16GB, 256GB",https://www.testvalley.kr/product/P001160007R010800003?ep_source=google&prdType=2&srsltid=AfmBOooUFeGlNbcoHvjz_HlAnYNVr6pODBJWYofRLCqv4jM48801bSZFUqs,https://www.google.com/shopping/product/1?gl=kr&prds=pid:13365759093215211793,13365759093215211793,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=13365759093215211793,테스트밸리,"₩1,339,000",1339000,리퍼 상품,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRblg-QzcYKbLpQMYRa_qlbIcjGQ9f4v7s3k3p0CUe9thNAEHn-KLVIv6q44CAvSxHy9KiMRFzV7V5nXfvJWcXHIINW4ancHj-YBX45d9BurlR4X0-45CcD&usqp=CAE,무료 배송,,,,,
20,21,Apple MacBook Pro 14 - 스페이스 그레이,https://www.apple.com/kr/shop/go/product/MTL73?cid=aos-kr-seo-pla,https://www.google.com/shopping/product/6193173294522405054?gl=kr,6193173294522405054,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=6193173294522405054,Apple,"₩2,390,000",2390000,,['Mac OS'],https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT2kMff_7o7Keh8qEaApZcfbhjJCINVoSybeYD9nXyVnrQx9SIvHmfM8Kdql5Igj8OhnH-n-tg37aOTqlxlEdX1yTHWPheXuYkGKMeAgUyAAq-2WI78Fu6FEg&usqp=CAE,무료 배송,4.3,10.0,,,
21,22,(추천)(가성비)애플 맥북프로 15인치 18년형 SSD256GB+Ram16GB 중고 제품,https://m.goodnshop.com/product/%EC%B6%94%EC%B2%9C%EA%B0%80%EC%84%B1%EB%B9%84%EC%95%A0%ED%94%8C-%EB%A7%A5%EB%B6%81%ED%94%84%EB%A1%9C-15%EC%9D%B8%EC%B9%98-18%EB%85%84%ED%98%95-ssd256gbram16gb-%EC%A4%91%EA%B3%A0-%EC%A0%9C%ED%92%88/1246/,https://www.google.com/shopping/product/1?gl=kr&prds=pid:915780072258173437,915780072258173437,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=915780072258173437,goodnshop,"₩1,150,000",1150000,중고,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRfB-3NxTeAAsI2fpV6XIoqXq30uWrmLgQan_tI-R-0SSRoaqjZN_b1lAhRZCS1AQ8yb8K81gbwBtXfQfHPEIq1KTobJeJhuPzKNmCq-rk&usqp=CAE,무료 배송,,,,,
22,23,애플 맥북프로 15인치 2013년 i7/8G/256G 정품,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6649616304&tid=1001567172&srsltid=AfmBOorQ-GDHe8gdqkhRCkglosOu0dR8Z2BM0USRgeSDdKYSWOaWJ675zTI,https://www.google.com/shopping/product/1?gl=kr&prds=pid:14328292911666494183,14328292911666494183,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=14328292911666494183,11번가,"₩598,000",598000,,['Mac OS'],https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTuKZpMrrN3SZtwRld0NZzN19krdLDdm5rNkhHlLwm_QGOC-Lpx20LzGlyHHnF2F-rw2tZXjGTblGowbydnykLv3yGynry0wsQu_lrvfTif&usqp=CAE,무료 배송,,,,,
23,24,애플 맥북프로 15인치 2015년 i7/16G/512G SSD A급,https://www.gmarket.co.kr/challenge/neo_jaehu/jaehu_goods_gate.asp?goodscode=3427148126&GoodsSale=Y&jaehuid=200013954&srsltid=AfmBOorA44b7pzYxBnwHslPd9T8n39sQVnY-jddUzAeQ6ehfFYIoLQySQA4,https://www.google.com/shopping/product/1?gl=kr&prds=pid:2093370855717032206,2093370855717032206,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=2093370855717032206,G마켓,"₩948,000",948000,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQmdu3GFCcqPpIX0bPUftbSED8ylfIU0FZ-GqdhN_n3F5mKPEINbr5Z4A5C6vVr33zfnz6tjWyLk-NsC5ApR2r-JaAXdJcmEA&usqp=CAE,무료 배송,,,,,
24,25,애플 맥북프로 15인치 2018년 터치바 i7/16G/256G A,https://banner.auction.co.kr/bn_redirect.asp?ID=BN00256873&lpurl=http%3A%2F%2Fitempage3.auction.co.kr%2FDetailView.aspx%3Fitemno%3DD829398655&srsltid=AfmBOoqK2Ctig5XXHVbbP-ei1jKYz_IGW2C_9CKf0lAhxDVYlwlR-ghPwTw,https://www.google.com/shopping/product/1?gl=kr&prds=pid:13723395269053663500,13723395269053663500,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=13723395269053663500,옥션,"₩1,098,000",1098000,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ3K3wae4hEGvb78QbUkmaLcFv6Yx35ajEhSv3l7-83NmTkGLjovniPO9s0KPVRUuqavF2Q3GkUcMMCvNk9bXf4tIWv9ItKEw&usqp=CAE,무료 배송,,,,,
25,26,Apple 맥북프로 15인치 MJLQ2KH/A (i7-2.2/16GB/256GB) 전시제품,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=5893892&utm_source=google&utm_medium=ad&utm_campaign=shopping_w&utm_term=ggshop&rdsite=ggshop,https://www.google.com/shopping/product/1?gl=kr&prds=pid:3800000896260925832,3800000896260925832,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=3800000896260925832,텐바이텐,"₩828,000",828000,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQSIaFnyQom0ETCYYsLs835csA5UVC5TOnU5shXAo6xe0oUPygzzb9j0Pgf23TUMY335G5zDFTQkLjQBFYGPRb9bv8gmvhGGA&usqp=CAE,무료 배송,,,,,
26,27,"맥북 프로 터치바 15인치 i7-2.2, 16GB, 256GB",https://www.testvalley.kr/product/P001160007R010800008?ep_source=google&prdType=2&srsltid=AfmBOoqupQzBEnUWZX8Fxlp62ca9NxQuCDaig5gN4N29AEw_un_065SJetk,https://www.google.com/shopping/product/1?gl=kr&prds=pid:10440295293778690298,10440295293778690298,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=10440295293778690298,테스트밸리,"₩1,199,000",1199000,리퍼 상품,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRU4Gy8Hwa2maIptCqAh9aGsynlxbYq1Bf3Chtb8hW28c9fUyVeGmlrDDw5R5KAKe-bPRjiA37myf1bfnV44z7GDkklqjEb1E8mnih2dJAq7_tfjjP1Kl2VmQ&usqp=CAE,무료 배송,,,,,
27,28,애플 맥북프로 15인치 2014년 i7 기본형/고급형,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6649616330&tid=1001567172&srsltid=AfmBOoo2jGI6ugLjQvL9QUa2CAuK1vfBG24biDgMYD8Yuo7U7KwhiTTo3Tk,https://www.google.com/shopping/product/1?gl=kr&prds=pid:13061524090238103377,13061524090238103377,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=13061524090238103377,11번가,"₩648,000",648000,,['Mac OS'],https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS9rIExanM2ObAkTl4KChcfZBg1tjfeGihJqmGvs0_Z2tWHt1ihvMSbBLl1bOOp7-YkSNg7JLfJ0IdSLxGLAL9x4RiLNtHyPDuzH1gk2vEJ&usqp=CAE,무료 배송,,,,,
28,29,[품절임박] 맥북프로 15 2019-i7 램16GB 256GB 라데온555X A1990-스페이스그레이,https://www.ttm.im/goods/goods_view.php?goodsNo=8248&srsltid=AfmBOooKyQVC4qJgSEAhZxMlATGgEcTBPy38HtSAjuIRZQqNWBBrGC9IFco,https://www.google.com/shopping/product/1?gl=kr&prds=pid:10696227930711591232,10696227930711591232,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=10696227930711591232,TTM,"₩799,000",799000,리퍼 상품,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSYi30vFaFewPk775eh6WS4m6lt1XmD3tUKRKBG9sMYf3ckjTKQcwLoMtQsJ1osyABMWawtnM-IlO_mgypDLyLY20H7u__l7sNJFatHRdya3ERcOa1eWw0A&usqp=CAE,무료 배송,,,,,
29,30,Apple 2023 맥북 프로 14 M3 스페이스 그레이 M3 8코어 10코어 GPU 1TB 8GB 한글,https://link.coupang.com/re/SAGG019?pageKey=7719393118&ctag=7719393118&lptag=10304991I20712943268&itemId=20712943268&vendorItemId=87783937033,https://www.google.com/shopping/product/1?gl=kr&prds=pid:7242717843171456489,7242717843171456489,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=7242717843171456489,Coupang - 쿠팡,"₩2,447,200",2447200,,['Mac OS'],https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQhTKM1wr_EWQ6yFxEQJcp-DzHfwsoOJk1weXNtf6WzD1bMh1IkzP95URuj95dYmXWFhDGxXv4Ei-M_mMVunv_NMYdtrah7BcAhtx42IERjOqJOoS1OIZLM&usqp=CAE,무료 배송,,,,,
30,31,애플 맥북프로 15인치 2016년 i7-2.6GHz/16G/256G A급,https://www.gmarket.co.kr/challenge/neo_jaehu/jaehu_goods_gate.asp?goodscode=3427146047&GoodsSale=Y&jaehuid=200013954&srsltid=AfmBOoqOnVdDCl4GvA1ZFC-VIBRXmUKsEjakgsRQLwpkMQ3UP93n5-BrNzg,https://www.google.com/shopping/product/1?gl=kr&prds=pid:2750803349642661900,2750803349642661900,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=2750803349642661900,G마켓,"₩988,000",988000,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTmYsfsSur5ff6ezCt7QUhklyDeu0qH7ZI9nlzPX-UFXVq0j2OfSioWsgjBtuwUhwYynNVDOUcKTYph-3U6lLlippaI9t9j&usqp=CAE,무료 배송,,,,,
31,32,Apple 맥북프로 15인치 MV902KH/A (i7-2.6/16GB/256GB) 리퍼비쉬,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=5608857&utm_source=google&utm_medium=ad&utm_campaign=shopping_w&utm_term=ggshop&rdsite=ggshop,https://www.google.com/shopping/product/1?gl=kr&prds=pid:3578393351643247376,3578393351643247376,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=3578393351643247376,텐바이텐,"₩1,298,000",1298000,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR1Gho1Ftwgp8SAHu5mQMBcIfe7-gEMbye28BXFASaxsap71O0SsZbXy9geGfSAKGpYiGPcCDjAMyGmeQgfmoP02f-HNivA&usqp=CAE,무료 배송,,,,,
32,33,[애플]중고 맥북 프로 에어 아이맥 2014 2015 2017 i5 i7 11 12 13 15 21 27인치 - 맥북 아이맥 모음전,https://entry.tmon.co.kr/?bridge=pc&jp=70118&ln=1342486&p_no=6917318610&wpsrc=google_discovery_pc&wpcn=google_discovery_pc&wpkwn=6917318610,https://www.google.com/shopping/product/1?gl=kr&prds=pid:13915551621980708786,13915551621980708786,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=13915551621980708786,티몬,"₩339,000",339000,중고,['Mac OS'],https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSf3t4LISGukUCPmLH5f5hYbW2Y7CSxUqFv50NSsIg2DTP1q0hwMyzm_F5QHFMucNh8N9CYUZ9_9YHjVe3QU8NF4H2l3bupbg&usqp=CAE,무료 배송,,,,,
33,34,애플 맥북프로 15형 2019년형 실버//스페이스그레이[28747812],https://www.ssg.com/item/itemView.ssg?itemId=1000529184026,https://www.google.com/shopping/product/1?gl=kr&prds=pid:17509264453758769919,17509264453758769919,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=17509264453758769919,ssg.com,"₩3,548,300",3548300,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRrGI7x9ZBjz0gKvcan2ZHyiuW-1_ysSDIy4-8aPjX0WTi8bqc5Ne5Ad5g4MilJ66pzZfxKr3YQ8qcZMb5khkUwyAUajBuj&usqp=CAE,무료 배송,,,,,
34,35,맥북프로 15인치 2018 256GB 512GB,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6649621499&tid=1001567172&srsltid=AfmBOornXJD0-XdoSkZH2EF0XTgil2YvPST0WnY4CHA9pWm2-2wxOwRWYOQ,https://www.google.com/shopping/product/1?gl=kr&prds=pid:7160809079015760713,7160809079015760713,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=7160809079015760713,11번가,"₩1,098,000",1098000,,['Mac OS'],https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSlNu64NCNZPAf-xDf5b8fQBlHOm_-csLTqKPt_ZANeU1L4eDNBcrt70oHiWP_OOI13tbTteMwnySgA1D4eFBy40zkGDvQpJkk3ovSiQxs&usqp=CAE,무료 배송,,,,,
35,36,"13형 MacBook Air - Apple M1칩, 256GB - 스페이스 그레이 - Apple - MGN63/A",https://www.apple.com/kr/shop/go/product/MGN63?cid=aos-kr-seo-pla,https://www.google.com/shopping/product/209955384963459553?gl=kr,209955384963459553,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=209955384963459553,Apple,"₩1,390,000",1390000,,"['Mac OS', '스페이스 그레이']",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTlU1HGeZfUF6OF63MuhaHJt_xSk3L_OYm9_mGKwgdEuQEtUchPW4UeG6NwuECyRzwTPXBgFlpfytsmzrCI6dXqxkpg9Asn80vSlMJDSUU&usqp=CAE,무료 배송,4.8,64772.0,,,
36,37,Apple 2023 맥북 프로 14 M3 스페이스 그레이 M3 8코어 10코어 GPU 512GB 24GB 한글,https://link.coupang.com/re/SAGG019?pageKey=7719393118&ctag=7719393118&lptag=10304991I21021295034&itemId=21021295034&vendorItemId=88084390783,https://www.google.com/shopping/product/1?gl=kr&prds=pid:7465731466304120221,7465731466304120221,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=7465731466304120221,Coupang - 쿠팡,"₩2,738,800",2738800,,['Mac OS'],https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSTaHdvZ532w2MASlRxzbvLSN6rWu6lDhrdWB3fOPwnSXfLwDDZy-ajhhl7rIkVcCA9ZLL6zlixPNFGUnPPNywimA2L_Lr1AtqqjR7EnHtuKOlNEWgL-ejwUw&usqp=CAE,무료 배송,,,,,
37,38,애플 맥북프로 15인치 2019년 i7/16G/256G A급,https://www.gmarket.co.kr/challenge/neo_jaehu/jaehu_goods_gate.asp?goodscode=3427143220&GoodsSale=Y&jaehuid=200013954&srsltid=AfmBOora4vpeZ3pnTFwEEypw5ah8Nvja31yK3EqKtpxpms8a58kpuWbMziA,https://www.google.com/shopping/product/1?gl=kr&prds=pid:8722160136131075126,8722160136131075126,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=8722160136131075126,G마켓,"₩1,398,000",1398000,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTwRWNUts6wr1FoPE2_Gexs8979ifJhV6-Bg3A6dgcg0DUjttd1ZDgHHRqTPioPDljpeT0Ls2TVQcYIeyEByrPv2F1BFoJHCA&usqp=CAE,무료 배송,,,,,
38,39,Apple 2023 맥북 프로 16 M3 스페이스 블랙 M3 Pro 12코어 18코어 GPU 512GB 18GB 한글,https://link.coupang.com/re/SAGG019?pageKey=7719393063&ctag=7719393063&lptag=10304991I20712943053&itemId=20712943053&vendorItemId=87783936817,https://www.google.com/shopping/product/1?gl=kr&prds=pid:4754692933306682788,4754692933306682788,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=4754692933306682788,Coupang - 쿠팡,"₩3,394,800",3394800,,['Mac OS'],https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR2hxWt1U4KdGjDtozUkOp3koYUFiD5hcX8Yc56ECSxHrP-TFmhSx6Cf7XnSZYI5w1aRyKp3gsTEjdUr5DQfc8rnCmcfO6GaNcIzVP_IkNwjUPylskVBjqW&usqp=CAE,무료 배송,,,,,
39,40,Apple 올인원 Pc Mac Pro Xeon E5 3.0/16gb/256gb Ssd 흰색,https://www.tradeinn.com/techinn/ko/apple-%EC%98%AC%EC%9D%B8%EC%9B%90-pc-mac-pro-xeon-e5-3.0-16gb-256gb-ssd/140613947/p?utm_source=google_products&utm_medium=merchant&id_producte=142250587&country=kr&srsltid=AfmBOopMvu0crPGCxXJ3BthTzB_weZDCmJVmaHiclHykhzNNrn0V657Wzy4,https://www.google.com/shopping/product/5394635629817912184?gl=kr,5394635629817912184,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=5394635629817912184,Techinn.com,"₩2,028,943",2028943,,"['Mac OS', '솔리드 스테이트 드라이브', '8코어']",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRilRXJ_6d0b4SXb7MfKquHY_FpwSERQY77XFav3zgl8nwio5zyQB4QLUbaOrGno4fLojxYiSfbe4sEhGWFNgBpiGpLQaycbPTh_RxDKq13&usqp=CAE,"배송비 ₩86,375",4.7,162.0,,,
40,41,Apple 맥북프로 15인치 MJLQ2KH/A CTO (i7-2.5/16GB/256GB) 리퍼비쉬,http://www.10x10.co.kr/shopping/category_prd.asp?itemid=5893849&utm_source=google&utm_medium=ad&utm_campaign=shopping_w&utm_term=ggshop&rdsite=ggshop,https://www.google.com/shopping/product/1?gl=kr&prds=pid:15874152035736158021,15874152035736158021,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=15874152035736158021,텐바이텐,"₩698,000",698000,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTtOlgLGM0G4ThM7YE8wr9W2rR-uSmnQXIv-bo2iMw_4mJXmNLzB09lcx-njHkGnctOYeGbRT87t9zakFGdER2K37kmzH2h&usqp=CAE,무료 배송,,,,,
41,42,스타일의 완성 맥북프로 a1990 (i7-9750/16g/ssd256g/15.4인치),http://refurbshop.co.kr/product/detail.html?product_no=1935,https://www.google.com/shopping/product/1?gl=kr&prds=pid:15233645830518913727,15233645830518913727,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=kr&google_domain=google.com&hl=ko&product_id=15233645830518913727,리퍼브샵,"₩890,000",890000,중고,['Mac OS'],https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRaiHLKRww5s1qcllYxkzMURPzjBS1v8P-uZXxCPB9dQxT2lAhQ8Njjf1PWe5HskvXgJ7EIHWcVzSHZBKK6qWOt5oyfrSji&usqp=CAE,"배송비 ₩3,000",,,,,
